token,lemma,upos,clique,stem,synonyms,hypernyms
how,how,ADV,103,how,,NA
often,often,ADV,103,often,a great deal|frequently|much|oft|often|oftentimes|ofttimes,NA
words,word,NOUN,103,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
occur,occur,NOUN,103,occur,,NA
other,other,ADJ,103,other,early(a)|former(a)|other|other(a),
adjacent,adjacent,ADJ,103,adjac,adjacent|conterminous|contiguous|neighboring(a)|next|side by side(p),
sentences,sentences,NOUN,103,sentenc,,NA
though,though,ADV,104,though,though,NA
strength,strength,NOUN,104,strength,durability|effectiveness|enduringness|force|forcefulness|forte|intensity|intensity level|lastingness|long suit|metier|military capability|military posture|military strength|persuasiveness|posture|potency|speciality|specialty|strength|strong point|strong suit,property|capability|capableness|intensity|intensiveness|asset|plus|power|powerfulness|magnitude|prosperity|successfulness|permanence|permanency
effectively,effectively,ADV,104,effect,effectively|efficaciously|in effect,
captures,capture,NOUN,104,captur,capture|gaining control|seizure,acquiring|getting|natural process|natural action|action|activity|felony|chess move
node,node,NOUN,104,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
however,however,ADV,104,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
probability,probability,NOUN,104,probabl,chance|probability,measure|quantity|amount|quality
density,density,NOUN,104,densiti,compactness|concentration|denseness|density|tightness,compactness|spacing|spatial arrangement
distribution,distribution,NOUN,104,distribut,dispersion|distribution|statistical distribution,arrangement|organization|organisation|system|spacing|spatial arrangement|act|deed|human action|human activity|commerce|commercialism|mercantilism
keywords,keyword,NOUN,104,keyword,,NA
training,training,NOUN,104,train,breeding|education|grooming|preparation|training,activity|upbringing
set,set,VERB,104,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
prepared,prepare,VERB,104,prepar,cook|develop|devise|educate|fix|gear up|get up|groom|machinate|make|organise|organize|prepare|ready|set|set up|train,change|alter|modify|create from raw material|create from raw stuff|make|create|initiate|pioneer|educate|teach|learn|instruct|sound|study|read|take
study,study,NOUN,104,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
clearly,clearly,ADV,104,clearli,clear|clearly|distinctly|intelligibly|understandably,
shows,show,NOUN,104,show,appearance|display|show,entertainment|amusement|demonstration|demo|social event|pretense|pretence|pretending|simulation|feigning
overlapping,overlappe,ADV,104,overlapp,,NA
areas,area,NOUN,104,area,area|arena|country|domain|expanse|field|orbit|region|sphere|surface area,region|topic|subject|issue|matter|body part|environment|structure|construction|extent
near,near,ADV,104,near,about|almost|close|most|near|nearly|nigh|virtually|well-nigh,NA
values,value,NOUN,104,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
figure,figure,VERB,104,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend
indicates,indicate,VERB,105,indic,argue|bespeak|betoken|designate|indicate|point|show|signal,tell|inform|present|represent|lay out
strength,strength,NOUN,105,strength,durability|effectiveness|enduringness|force|forcefulness|forte|intensity|intensity level|lastingness|long suit|metier|military capability|military posture|military strength|persuasiveness|posture|potency|speciality|specialty|strength|strong point|strong suit,property|capability|capableness|intensity|intensiveness|asset|plus|power|powerfulness|magnitude|prosperity|successfulness|permanence|permanency
alone,alone,ADV,105,alon,alone|entirely|exclusively|only|solely|solo|unaccompanied,
accurate,accurate,ADJ,105,accur,accurate|exact|precise,
discriminator,discriminator,NOUN,105,discrimin,differentiator|discriminator,person|individual|someone|somebody|mortal|soul
keywords,keyword,NOUN,105,keyword,,NA
next,next,ADV,106,next,next,NA
plots,plot,NOUN,106,plot,game|patch|plot|plot of ground|plot of land|secret plan,scheme|strategy|tract|piece of land|piece of ground|parcel of land|parcel|story|chart|graph
figure,figure,VERB,106,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend
c,class,NOUN,106,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance
show,show,VERB,106,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run
similar,similar,ADJ,106,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,
observations,observation,NOUN,106,observ,notice|observance|observation|reflection|reflexion|watching,measurement|measuring|measure|mensuration|look|looking|looking at|remark|comment|input|fact|attention|attending
eigenvector,eigenvector,NOUN,106,eigenvector,,NA
centrality,centrality,NOUN,106,central,centrality,position|spatial relation
pagerank,pagerank,NOUN,106,pagerank,,NA
impels,impel,NOUN,107,impel,,NA
exploration,exploration,NOUN,107,explor,exploration|geographic expedition,expedition|search|hunt|hunting|consideration
other,other,ADJ,107,other,early(a)|former(a)|other|other(a),
node,node,NOUN,107,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
properties,property,NOUN,107,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
coreness,coreness,NOUN,107,core,,NA
positionrank,positionrank,NOUN,107,positionrank,,NA
clustering,cluster,NOUN,107,cluster,bunch|clump|cluster|clustering,agglomeration
coefficient,coefficient,ADJ,107,coeffici,,NA
aid,aid,NOUN,107,aid,aid|assist|assistance|attention|care|economic aid|economic assistance|financial aid|financial assistance|help|tending,resource|activity|gift|work
improvement,improveament,NOUN,107,improvea,,NA
quality,quality,NOUN,107,qualiti,caliber|calibre|character|lineament|quality|timber|timbre|tone,attribute|degree|grade|level|property|dimension|sound property|social station|social status|social rank|rank
extracted,extract,VERB,107,extract,distil|distill|draw out|educe|elicit|evoke|excerpt|express|extract|press out|pull|pull out|pull up|rip out|take out|tear out,remove|take|take away|withdraw|obtain|interpret|construe|see|make|create|separate|get|acquire|choose|select|pick out|calculate|cipher|cypher|compute|work out|reckon|figure
keywords,keyword,NOUN,107,keyword,,NA
noteworthy,noteworthy,ADV,108,noteworthi,,NA
avoid,avoid,VERB,108,avoid,annul|avert|avoid|debar|deflect|fend off|forefend|forfend|head off|invalidate|keep off|nullify|obviate|quash|stave off|void|ward off,prevent|forestall|foreclose|preclude|forbid|abstain|refrain|desist|cancel|strike down
centrality,centrality,NOUN,108,central,centrality,position|spatial relation
measures,measure,NOUN,108,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container
require,require,VERB,108,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
expensive,expensive,ADJ,108,expens,expensive,
pair,pair,NOUN,108,pair,brace|couple|couplet|distich|duad|duet|duo|dyad|pair|span|twain|twosome|yoke,set|two|2|II|deuce|gathering|assemblage|poker hand
shortest,shortest,ADJ,108,shortest,,NA
path,path,NOUN,108,path,course|itinerary|path|route|track|way|way of life,course|course of action|way|line
computations,computation,NOUN,108,comput,calculation|computation|computing|figuring|reckoning,procedure|process|problem solving
maintains,maintain,VERB,109,maintain,assert|asseverate|conserve|defend|exert|hold|keep|keep up|maintain|observe|preserve|sustain|uphold|wield,keep|have|have got|hold|insist|take a firm stand|record|enter|put down|affirm|confirm|reassert
frugality,frugality,NOUN,109,frugal,frugality|frugalness,prudence
feature,feature,NOUN,109,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
extraction,extraction,NOUN,109,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
phase,phase,NOUN,109,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect
enabling,enable,VERB,109,enabl,enable,change|alter|modify
potential,potential,ADJ,109,potenti,likely|possible|potential,
online,online,ADV,109,onlin,,NA
usage,usage,NOUN,109,usag,custom|employment|exercise|usage|usance|use|utilisation|utilization,activity|practice|pattern|survival|language|linguistic communication
properties,property,NOUN,110,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
clustering,cluster,NOUN,110,cluster,bunch|clump|cluster|clustering,agglomeration
coefficient,coefficient,ADJ,110,coeffici,,NA
have,have,VERB,110,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
individually,individually,ADV,110,individu,individually|on an individual basis|one by one|separately|severally|singly,
vetted,vett,VERB,110,vett,,NA
state,state,NOUN,110,state,body politic|commonwealth|country|Department of State|DoS|land|nation|province|res publica|state|State|State Department|state of matter|United States Department of State,administrative district|administrative division|territorial division|attribute|government|authorities|regime|political unit|political entity|chemical phenomenon|emotional state|spirit|executive department
art,art,NOUN,110,art,art|artistic creation|artistic production|artistry|artwork|fine art|graphics|nontextual matter|prowess,creation|creative activity|superior skill|visual communication
unsupervised,unsupervised,ADJ,110,unsupervis,unsupervised,
graph,graph,NOUN,110,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol
based,base,VERB,110,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
keyword,keyword,NOUN,110,keyword,,NA
extraction,extraction,NOUN,110,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
methods,method,NOUN,110,method,method|method acting,know-how|acting|playing|playacting|performing
goal,goal,NOUN,111,goal,destination|end|finish|goal,content|cognitive content|mental object|end|terminal|game equipment|score
work,work,NOUN,111,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
investigate,investigate,VERB,111,investig,enquire|inquire|investigate|look into,analyze|analyse|study|examine|canvass|probe
complex,complex,NOUN,111,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
interplay,interplay,NOUN,111,interplai,interplay,interaction
properties,property,NOUN,111,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
best,best,ADJ,111,best,best|best(p)|better(p),
authors,author,NOUN,111,author,author|generator|source|writer,communicator|maker|shaper
knowledge,knowledge,NOUN,111,knowledg,cognition|knowledge|noesis,psychological feature
has,have,VERB,111,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
explored,explore,VERB,111,explor,explore|research|search,investigate|look into|diagnose|name
discriminating,discriminat,NOUN,111,discriminat,,NA
keywords,keyword,NOUN,111,keyword,,NA
describe,describe,VERB,112,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
node,node,NOUN,112,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
properties,property,NOUN,112,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
below,below,ADV,112,below,at a lower place|below|beneath|down the stairs|downstairs|infra|on a lower floor|to a lower place|under,NA
strength,strength,NOUN,113,strength,durability|effectiveness|enduringness|force|forcefulness|forte|intensity|intensity level|lastingness|long suit|metier|military capability|military posture|military strength|persuasiveness|posture|potency|speciality|specialty|strength|strong point|strong suit,property|capability|capableness|intensity|intensiveness|asset|plus|power|powerfulness|magnitude|prosperity|successfulness|permanence|permanency
weighted,weight,VERB,113,weight,angle|burden|burthen|slant|weight|weight down,charge|bias|predetermine
degree,degree,NOUN,113,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude
node,node,NOUN,113,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
measures,measure,NOUN,113,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container
embedded,embed,VERB,113,emb,embed|engraft|imbed|implant|plant,insert|infix|enter|introduce|group|aggroup
ness,ness,NOUN,113,ness,cape|ness,land|dry land|earth|ground|solid ground|terra firma
local,local,ADJ,113,local,local,
level,level,NOUN,113,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction
node,node,NOUN,114,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
weighted,weight,VERB,114,weight,angle|burden|burthen|slant|weight|weight down,charge|bias|predetermine
network,network,NOUN,114,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
computed,compute,VERB,114,comput,calculate|cipher|compute|cypher|figure|reckon|work out,reason
as,as,ADV,114,a,as|equally|every bit,
barrat,barrat,NOUN,114,barrat,,NA
strength,strength,NOUN,114,strength,durability|effectiveness|enduringness|force|forcefulness|forte|intensity|intensity level|lastingness|long suit|metier|military capability|military posture|military strength|persuasiveness|posture|potency|speciality|specialty|strength|strong point|strong suit,property|capability|capableness|intensity|intensiveness|asset|plus|power|powerfulness|magnitude|prosperity|successfulness|permanence|permanency
here,here,ADV,114,here,here|hither,NA
wij,wij,PROPN,114,wij,NA,NA
corresponding,correspond,NOUN,114,correspond,,NA
entry,entry,NOUN,114,entri,accounting entry|debut|entering|entrance|entranceway|entree|entry|entryway|first appearance|incoming|ingress|introduction|launching|ledger entry|submission|unveiling,written record|written account|beginning|start|commencement|accounting|accounting system|method of accounting|message|content|subject matter|substance|access|approach|arrival
weight,weight,NOUN,114,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient
matrix,matrix,NOUN,114,matrix,ground substance|intercellular substance|matrix,array|rock|stone|enclosure|natural enclosure|body substance|animal tissue|mold|mould|cast
edge,edge,NOUN,114,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line
vj,vj,PROPN,114,vj,NA,NA
strength,strength,NOUN,115,strength,durability|effectiveness|enduringness|force|forcefulness|forte|intensity|intensity level|lastingness|long suit|metier|military capability|military posture|military strength|persuasiveness|posture|potency|speciality|specialty|strength|strong point|strong suit,property|capability|capableness|intensity|intensiveness|asset|plus|power|powerfulness|magnitude|prosperity|successfulness|permanence|permanency
associated,associate,VERB,115,associ,affiliate|associate|assort|colligate|connect|consociate|consort|link|link up|relate|tie in,think|cogitate|cerebrate|interact|unite|unify
node,node,NOUN,115,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
more,more,ADJ,115,more,more than|more(a),
central,central,ADJ,115,central,cardinal|central|fundamental|key|primal,
important,important,ADJ,115,import,authoritative|crucial|important|of import|significant,
network,network,NOUN,115,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
indulging,indulge,VERB,116,indulg,baby|cocker|coddle|cosset|featherbed|gratify|indulge|luxuriate|mollycoddle|pamper|pander|spoil,provide|supply|ply|cater|consume|eat up|use up|eat|deplete|exhaust|run through|wipe out|treat|handle|do by
intuition,intuition,NOUN,116,intuit,hunch|intuition|suspicion,basic cognitive process|impression|feeling|belief|notion|opinion
word,word,NOUN,116,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
occurring,occur,VERB,116,occur,come|come about|fall out|go on|hap|happen|occur|pass|pass off|take place,become|appear|come along
many,many,ADJ,116,mani,many,
other,other,ADJ,116,other,early(a)|former(a)|other|other(a),
words,word,NOUN,116,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
has,have,VERB,116,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
degree,degree,NOUN,116,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude
strength,strength,NOUN,116,strength,durability|effectiveness|enduringness|force|forcefulness|forte|intensity|intensity level|lastingness|long suit|metier|military capability|military posture|military strength|persuasiveness|posture|potency|speciality|specialty|strength|strong point|strong suit,property|capability|capableness|intensity|intensiveness|asset|plus|power|powerfulness|magnitude|prosperity|successfulness|permanence|permanency
important,important,ADJ,116,import,authoritative|crucial|important|of import|significant,
likely,likely,ADV,116,like,belike|in all likelihood|in all probability|likely|probably,
keyword,keyword,NOUN,116,keyword,,NA
eigenvector,eigenvector,NOUN,117,eigenvector,,NA
centrality,centrality,NOUN,117,central,centrality,position|spatial relation
prestige,prestige,NOUN,117,prestig,prestige|prestigiousness,standing
quantifies,quantify,NOUN,117,quantifi,,NA
embedded,embed,VERB,117,emb,embed|engraft|imbed|implant|plant,insert|infix|enter|introduce|group|aggroup
ness,ness,NOUN,117,ness,cape|ness,land|dry land|earth|ground|solid ground|terra firma
network,network,NOUN,117,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
recursively,recursively,ADV,117,recurs,,NA
taking,take,VERB,117,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA
account,account,NOUN,117,account,account|account statement|accounting|bill|business relationship|chronicle|explanation|history|invoice|news report|report|score|story|write up,record|news|relationship|statement|reason|ground|importance|financial statement|informing|making known|profit|gain
neighbors,neighbor,NOUN,117,neighbor,neighbor|neighbour,person|individual|someone|somebody|mortal|soul|object|physical object
starting,start,VERB,118,start,begin|bug out|bulge|bulge out|come out|commence|depart|embark on|get|get down|get going|go|initiate|jump|lead off|originate|part|pop|pop out|protrude|set about|set forth|set off|set out|start|start out|start up|startle|take off|take up,leave|go forth|go away|make|create|begin|lead off|start|commence|move|play|be|act|change shape|change form|deform
initial,initial,ADJ,118,initi,initial,
prestige,prestige,NOUN,118,prestig,prestige|prestigiousness,standing
vector,vector,NOUN,118,vector,transmitter|vector,variable|variable quantity|straight line|agent|virus
pzero,pzero,NOUN,118,pzero,,NA
according,accord,VERB,118,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
computation,computation,NOUN,118,comput,calculation|computation|computing|figuring|reckoning,procedure|process|problem solving
word,word,NOUN,118,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
important,important,ADJ,118,import,authoritative|crucial|important|of import|significant,
occurs,occur,NOUN,118,occur,,NA
other,other,ADJ,118,other,early(a)|former(a)|other|other(a),
words,word,NOUN,118,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
nodes,node,NOUN,119,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
higher,higher,ADJ,119,higher,higher(a),
eigenvector,eigenvector,NOUN,119,eigenvector,,NA
centrality,centrality,NOUN,119,central,centrality,position|spatial relation
perceived,perceive,VERB,119,perceiv,comprehend|perceive,understand|realize|realise|see
as,as,ADV,119,a,as|equally|every bit,
more,more,ADJ,119,more,more than|more(a),
important,important,ADJ,119,import,authoritative|crucial|important|of import|significant,
effectively,effectively,ADV,120,effect,effectively|efficaciously|in effect,
prestige,prestige,NOUN,120,prestig,prestige|prestigiousness,standing
word,word,NOUN,120,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
measures,measure,NOUN,120,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container
influence,influence,NOUN,120,influenc,influence,power|powerfulness|causing|causation|determinant|determiner|determinative|determining factor|causal factor|consequence|effect|outcome|result|event|issue|upshot|force
over,over,ADV,120,over,all over|o'er|over,NA
entire,entire,ADJ,120,entir,entire|full|intact|integral|total,
document,document,NOUN,120,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
pagerank,pagerank,NOUN,121,pagerank,,NA
computes,compute,NOUN,121,comput,,NA
prestige,prestige,NOUN,121,prestig,prestige|prestigiousness,standing
context,context,NOUN,121,context,circumstance|context|context of use|linguistic context|setting,discourse|environment
surfer,surfer,NOUN,121,surfer,surfboarder|surfer,swimmer|natator|bather
model,model,NOUN,121,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
web,web,NOUN,121,web,entanglement|network|vane|web|World Wide Web|WWW,object|physical object|trap|blade|system|scheme|computer network|fabric|cloth|material|textile|membrane|tissue layer
search,search,VERB,121,search,explore|look|look for|research|search|seek,examine|see|investigate|look into
damping,damping,NOUN,122,damp,,NA
factor,factor,NOUN,122,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
probability,probability,NOUN,122,probabl,chance|probability,measure|quantity|amount|quality
surfer,surfer,NOUN,122,surfer,surfboarder|surfer,swimmer|natator|bather
making,make,NOUN,122,make,brand|make|shuffle|shuffling,kind|sort|form|variety|reordering
jump,jump,VERB,122,jump,alternate|bound|chute|climb up|derail|jump|jump off|jump out|jump-start|jumpstart|leap|leap out|parachute|pass over|rise|skip|skip over|spring|stand out|start|startle|stick out,move|assail|assault|set on|attack|wax|mount|climb|rise|look|appear|seem|enter|participate|change|travel|go|locomote|dive|plunge|plunk|start|start up|neglect|pretermit|omit|drop|miss|leave out|overlook|overleap|switch|shift|alter|vary
used,use,VERB,122,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
here,here,ADV,122,here,here|hither,NA
